Subject,Message,Label,OriginalRowID,Date
Policy renewal questions,"Good morning,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-762-547308. kind regards

Many thanks,
Niamh Smith
+353 89 379 7825
niamhsmith326@proton.me

(Also, sorry for the long email—bit stressed.)",CarRenewal,b0fc0760,
Cracked windscreen – repair or replace?,"Hello,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-747-518694. thanks in advance
No attachments yet—can send if needed.

Sincerely,
Aoife O'Brien
+353 84 105 1957
aoifeobrien92@proton.me",CarWindshield,c0a57107,
Rear‑ended at lights – advice needed,"Good morning,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-328-196598, reg 18-C-15733. happy to provide more info
Screenshot included below.

Sincerely,
Noah Murphy
+353 89 784 2579
noahmurphy490@proton.me",CarCrash,c38dccfe,
Stolen vehicle claim – need next steps,"Good afternoon, Vehicle theft on 27 Jan 20223 12:55 near Letterkenny city centr. CCTV likly at the sop across the road. Registered plate 20-WX-1753, policy PCY-609-996963. Pllease advise urgent actions and any forms. happy to provide more inffo Photos attached. Thanks, Ava Murphy +353 83 150 40028 avamurphy152@gmail.com",CarTheft,fda1b1d6,
Random question (not sure of category),"Hey there,
I just need to check what’s included in my policy PCY-782-342395. Does it cover driving other cars, or windscreen chips? thanks in advance

Cheers,
Niamh Hayes
+353 86 681 8189
niamhhayes163@yahoo.com",Other,a17dab07,
Engine died at junction – policy help,"To whom it may concern, Engine overheated, steam from bonnet. I pulleed over safely on the hard soulder. What’s covered under PCY-345-900154 for breakdowns? kind regrads Reg 10-MN-52745. — Bes, Patrick Bryne +353 83 802 39987 patrickbyrne23@example.com P.S. I’m at work now, can’t take calls till after 5pm. Email is bst.",CarBreakdown,2f5cf466,
Policy renewal questions,"Hi team,
I’m changing cars next month (new reg 17-MH-44553). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-646-731830. honestly not impressed

Cheers,
Liam Walsh",CarRenewal,274281d6,
My car is gone – policy assistance,"Hello,
Came out this morning and the car was just gone. 09-LS-14434. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-350-334053? Also, do I still owe the excess if the car isn’t found? thanks in advance
No attachments yet—can send if needed.

Sincerely,
Noah Murphy
+353 80 877 3615
noahmurphy715@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarTheft,a58a0f06,
Renewal due – change car details,"To whom it may concern,
I’m changing cars next month (new reg 24-KK-98938). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-620-918815. happy to provide more info

Thanks,
Conor McCarthy",CarRenewal,a3b5b7d6,
Car won’t start – need roadside assist,"Hello, My car cut out at a roundabout in Waterford and won’t restart. Hazard lights on. Do I have roadside assist wih policy PCY-103-625190? If yes, can you arrange a tow to N7 Autoo? happy to porvide more info — Many thanks, Ciara O'Neill +353 85 839 9988 ciaraoneilll386@example.com",CarBreakdown,49dc9e20,
Accident report and claim initiation,"Hello,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-705-302764, reg 12-MN-46928. really appreciate your help
Screenshot included below.

Regards,
Lucas Smith
+353 88 205 8718
lucassmith238@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,2e21e36e,
Stranded on hard shoulder – breakdown cover,"Good afternoon, Engiine overheated, steam from bonnet. I pulled over saafely on the had shoulder. What’s covered under PCY-327-30719 for breakdowns? really appreciate youur help Reg 08-WX-29543. Scans can be provided. Regards, Jack Wilsson +353 82 591 9901 jackwilson487@outlook.com P.S. I’m at work now, can’t take cals till after 5pm. Text me if urgent.",CarBreakdown,ae432899,
Engine died at junction – policy help,"Hello,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-823-331342 for breakdowns? please let me know
Reg 25-LM-55677.
—

Regards,
Jack O'Brien
+353 89 410 8518
jackobrien916@yahoo.com",CarBreakdown,881e557b,
Glass crack across driver side – urgent,"Hello,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with GlassFix or do I need pre‑approval under policy PCY-565-209843? thanks in advance
Reg 12-KK-73371.
No attachments yet—can send if needed.

Thanks,
Isla O'Neill
+353 88 848 4666
islaoneill358@outlook.com",CarWindshield,535f6105,
Collision today on N7 – what do I do?,"Hi team, Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gadaí attendded. Clim undder PCY-137-663539. Sholud I go to N7 Auto or wait for an approved repairer list? really appreciate your help Phoots attached. Thankss, Olivia Galalgher +353 88 213 1982 oliviagallagher862@yahoo.com P.S. I’m at work onw, can’t take calls till after 5pmm. Tet me if urgent.

(Also, sorry for the long email—bit stressed.)",CarCrash,46a5a5c2,
Stolen vehicle claim – need next steps,"Good afternoon, Came out this morning and the car was jut gone. 24-CW-6715. Spare key wih me. I called 999 and got a caase number. Can you guide me on the theft claim steps under PCY-556-889410? Also, do I still owe the excess if the car isn’t fonud? pllease sorrt this Photos attached. Regard, Mia O'Brien +353 86 892 3136 miaobrien781@outlook.com

(Also, sorry for the long email—bit stressed.)",CarTheft,23e86890,
Windscreen damage after storm,"Hi team,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with GlassFix or do I need pre‑approval under policy PCY-463-960979? kind regards
Reg 21-WX-63535.
Attaching a PDF of the report.

Regards,
Harry Walsh
+353 88 480 1395
harrywalsh460@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,dcdff37e,
Glass crack across driver side – urgent,"To whom it may concern,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with GlassFix or do I need pre‑approval under policy PCY-835-242314? thanks in advance
Reg 12-LS-29119.
No attachments yet—can send if needed.

Regards,
Noah Kavanagh
+353 83 726 2946
noahkavanagh96@yahoo.com",CarWindshield,acf09d56,
General question about my policy,"Hi QuickCover Support,
Random question: how long do I have to report an incident? Policy PCY-515-908524. Thanks.

Thanks,
Patrick Gallagher

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",Other,787cc009,
Car stolen last night – claim help?,"Hi Harbour Insurance Support,
My car (24-OY-41037) was stolen outside my house at 56 Market St, Ennis around 15 Mar 2024 12:55. I reported it to the Gardaí (ref #516444). Policy PCY-329-364650. What info do you need to open a claim? kind regards
No attachments yet—can send if needed.

Sincerely,
Mia O'Neill",CarTheft,334452c1,
Need some help with my cover,"Hi Atlantic Mutual Support,
Random question: how long do I have to report an incident? Policy PCY-260-442149. Thanks.

Cheers,
Aoife Doyle
+353 80 872 4502
aoifedoyle655@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",Other,8885e6ed,
Collision today on N7 – what do I do?,"Hi team,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-303-307434, reg 14-G-29697. happy to provide more info
Photos attached.

Regards,
James O'Brien
+353 83 412 8474
jamesobrien246@yahoo.com",CarCrash,b4bd3bf6,
Accident report and claim initiation,"Hello, I was rear‑ended at a red light in Letterkenny today (27 May 2024 12:55), no injuries. Other driver admitted fault. Exchnge done. My reg 23-CW-37338, policy PCY-438-703618. Wht’s the fastest way to get the car assessed? thanks in avance Dashcam clip uploaded to Drive (link uppon request). Regards, Noah Byrne +353 87 535 8728 noahbyrne335@yahoo.com

(Also, sorry for the long email—bit stressed.)",CarCrash,952c1a20,
Query about documents,"Hi Harbour Insurance Support,
Where do I download my cert of insurance and disc for reg 15-SO-58299? I can’t find the link on the portal. I've been on hold forever

Sincerely,
Niamh Hughes
+353 86 783 9509
niamhhughes66@gmail.com",Other,e781e4d3,
Urgent: Vehicle theft (police report filed),"Good morning,
My car (11-MH-99077) was stolen outside my house at 36 High Rd, Wexford around 20 Jan 2025 12:55. I reported it to the Gardaí (ref #929504). Policy PCY-550-468247. What info do you need to open a claim? really appreciate your help
Screenshot included below.

Cheers,
Niamh Murphy
+353 83 666 5668
niamhmurphy798@gmail.com",CarTheft,a24a96cd,
"Minor crash, no injuries – claim query","Hello,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-703-413372. Should I go to South Quay Repairs or wait for an approved repairer list? I've been on hold forever
Photos attached.

Thanks,
Harry Byrne

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarCrash,778f80c4,
Urgent: Vehicle theft (police report filed),"Good morning,
My car (24-WD-8149) was stolen outside my house at 47 Station Rd, Waterford around 25 Dec 2024 12:55. I reported it to the Gardaí (ref #572788). Policy PCY-532-408721. What info do you need to open a claim? thanks in advance
Screenshot included below.

Many thanks,
Ethan Brown
+353 83 565 2477
ethanbrown257@yahoo.com",CarTheft,cca8a550,
"Minor crash, no injuries – claim query","Hey there,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-924-249522. Should I go to South Quay Repairs or wait for an approved repairer list? happy to provide more info
Dashcam clip uploaded to Drive (link upon request).

Many thanks,
Jack Kelly
+353 82 693 1560
jackkelly766@proton.me",CarCrash,26e649f7,
Query about documents,"Hey there,
I just need to check what’s included in my policy PCY-289-425498. Does it cover driving other cars, or windscreen chips? thanks in advance

Sincerely,
Aoife Doyle
+353 89 444 5735
aoifedoyle8@outlook.com",Other,c83c6b6e,
Car stolen last night – claim help?,"Hi Atlntic Mutual Support, Vehilce thefft on 09 Mar 0224 12:55 neear Bray city centre. CCTV likely at the shop across the road. Registered palte 16-MN-57595, policy PCY-644-768387. Plase advise urgent actions and any forms. knd regards Attachng a PDF of the report. Chers, Ciara O'Biren +353 82 420 9972 ciaraobrien11@gmail.com",CarTheft,99d07ca4,
Urgent: Vehicle theft (police report filed),"Good afternoon,
My car (25-LM-71381) was stolen outside my house at 145 Oak Avenue, Dublin around 09 Dec 2023 12:55. I reported it to the Gardaí (ref #938373). Policy PCY-593-262934. What info do you need to open a claim? thanks in advance
Screenshot included below.

Best,
Michael O'Brien
+353 80 447 7147
michaelobrien642@example.com",CarTheft,cf900324,
Rear‑ended at lights – advice needed,"Good morning,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-998-590822, reg 09-C-42591. thanks in advance
Screenshot included below.

Cheers,
Ciara Wilson
+353 82 423 9049
ciarawilson783@outlook.com",CarCrash,fe8cc289,
Car stolen last night – claim help?,"Hi team, Came out this morning and the car was just gone. 12-MH-90705. Spare key with me. I called 999 and got a case numbe. Can you guide me on the thefft claim steps under PCY-732-171744? Also, do I still owe the excess if the car is’nt found? please let me know Screenhot included beolw. Cheers, Sophia Wilson +353 82 350 9702 sophiawilson422@example.com",CarTheft,45f71aa8,
Breakdown this morning – tow arranged?,"To whom it may concern,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-596-720001 for breakdowns? kind regards
Reg 19-MH-19305.
—

Sincerely,
Liam Kelly",CarBreakdown,02ebc2ac,
